antiguedad_empleo,tasa_interes,porcentaje_ingreso,edad,ingreso_anual,monto_prestamo,incumplimiento,historial_crediticio_anios,tenencia_vivienda_OTHER,tenencia_vivienda_OWN,tenencia_vivienda_RENT,motivo_prestamo_EDUCATION,motivo_prestamo_HOMEIMPROVEMENT,motivo_prestamo_MEDICAL,motivo_prestamo_PERSONAL,motivo_prestamo_VENTURE,calificacion_prestamo_B,calificacion_prestamo_C,calificacion_prestamo_D,calificacion_prestamo_E,calificacion_prestamo_F,calificacion_prestamo_G,incumplimiento_previo_Y
0.0,12.99,0.09,25,42500,4000,0,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3.0,8.963096666666665,0.09,22,42996,4000,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1.0,6.62,0.13,22,39396,5000,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,12.69,0.09,24,43000,4000,0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
8.0,6.62,0.03,24,39456,1325,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,7.29,0.35,23,39456,14000,0,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
9.0,12.99,0.09,25,43000,4000,0,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3.0,5.79,0.1,26,39600,4000,1,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.0,6.54,0.09,25,45600,4000,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3.0,14.22,0.25,23,39500,10000,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7.0,7.51,0.1,22,41000,4000,1,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,10.987299999999994,0.09,23,47000,4000,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,14.84,0.1,25,41000,4000,1,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.0,10.147725000000001,0.09,22,47004,4000,0,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,12.53,0.09,23,47004,4000,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
8.0,6.62,0.08,24,47088,4000,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6.0,9.91,0.08,22,48000,4000,0,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
3.0,9.278069999999996,0.08,22,48000,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,6.62,0.09,21,39600,3500,0,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,5.79,0.08,26,48000,4000,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.0,7.29,0.08,25,48000,4000,0,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.0,12.42,0.12,25,39600,4800,0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
8.0,11.86,0.1,24,42000,4000,1,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
2.0,12.73,0.1,24,42000,4000,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
9.0,8.88,0.13,25,39600,5000,0,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7.0,7.88,0.15,23,39600,6000,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8.0,9.32,0.21,23,39600,8250,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,5.99,0.13,26,33660,4500,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,17.58,0.09,24,44000,4000,1,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.0,5.42,0.08,24,50000,4000,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
10.0,15.7,0.29,26,39672,11500,0,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.0,13.57,0.33,23,39689,13000,0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
8.0,7.51,0.21,23,39700,8400,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,7.66,0.08,24,50000,4000,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.0,8.868549999999994,0.08,24,50000,4000,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2.0,10.37,0.08,25,50000,4000,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.0,5.42,0.08,23,50000,4000,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5.0,10.99,0.24,23,39800,9750,0,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3.34,8.88,0.08,24,39828,3000,0,4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3.815,10.99,0.38,21,39828,15000,0,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
6.0,6.92,0.08,25,50000,4000,0,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3.0,12.61,0.08,23,50000,4000,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
1.0,7.88,0.08,24,50000,4000,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.0,9.671699285714281,0.25,22,39875,10000,0,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4.0,14.96,0.08,23,50000,4000,0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
7.0,7.4,0.08,22,50000,4000,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3.0,14.61,0.08,25,50000,4000,0,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2.0,6.92,0.08,22,50004,4000,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,7.88,0.08,24,50004,4000,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6.0,5.99,0.09,22,44582,4000,1,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3.0,14.27,0.06,26,39990,2400,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2.0,6.17,0.08,21,50808,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
7.0,12.42,0.15,22,39996,6000,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1.0,9.91,0.08,24,39996,3000,0,4,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,11.54,0.08,23,50952,4000,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0.0,15.99,0.09,24,45000,4000,1,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
6.0,9.91,0.08,23,51600,4000,0,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4.0,14.82,0.13,24,39996,5000,0,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.0,18.39,0.09,23,45630,4000,1,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
7.0,13.98,0.08,23,51996,4000,0,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
3.0,10.37,0.08,24,52000,4000,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.0,9.63,0.28,23,39996,11000,0,3,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3.0,9.88,0.08,24,52000,4000,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
9.0,16.32,0.09,25,46392,4000,1,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1.0,8.346799999999991,0.08,26,52800,4000,0,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.0,7.9,0.08,22,53285,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
8.0,10.62,0.07,24,53636,4000,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
8.0,10.37,0.08,23,48000,4000,1,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2.0,11.89,0.07,25,54000,4000,0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.0,7.51,0.07,26,54996,4000,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5.0,8.817233333333332,0.09,22,39996,3500,0,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
8.0,10.99,0.07,23,55000,4000,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.0,6.92,0.07,26,55000,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,13.35,0.07,21,55000,4000,0,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5.0,11.86,0.07,23,55000,4000,0,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4.0,12.53,0.07,23,55000,4000,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.0,11.26,0.07,24,55000,4000,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
7.0,15.23,0.07,23,56000,4000,0,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
5.0,7.51,0.25,23,39996,10000,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,7.49,0.07,21,57000,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,10.25,0.2,21,39996,8000,0,4,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6.0,10.314806666666666,0.07,22,57000,4000,0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
1.0,8.88,0.07,23,57500,4000,0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
3.0,7.51,0.09,23,39996,3600,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,13.48,0.33,21,39996,13000,0,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,7.75,0.07,23,57600,4000,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10.0,13.57,0.18,26,39996,7000,0,3,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1.0,10.74,0.07,23,58000,4000,0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
5.0,10.0,0.07,22,58000,4000,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4.0,10.37,0.07,23,58320,4000,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
6.0,8.0,0.15,22,39996,6000,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,9.99,0.08,26,52800,4000,1,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
7.0,8.945229999999999,0.08,25,39996,3200,0,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6.0,7.51,0.07,22,60000,4000,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
7.0,15.33,0.07,23,60000,4000,0,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
1.0,11.83,0.07,23,60000,4000,0,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.0,13.47,0.07,26,54000,4000,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
6.0,12.21,0.07,22,60000,4000,0,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
8.0,12.22,0.19,24,39996,7500,0,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,13.06,0.06,26,62000,4000,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
10.0,8.32,0.16,26,39996,6500,0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,10.59,0.06,23,62000,4000,0,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.0,14.75,0.07,24,56400,4000,1,2,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
9.0,8.9,0.06,25,62500,4000,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6.0,10.37,0.06,25,62500,4000,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.0,11.49,0.06,21,63000,4000,0,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
5.0,6.756999999999994,0.06,22,63000,4000,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.0,8.203299999999997,0.06,23,63500,4000,0,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
6.0,12.69,0.36,22,40000,14400,0,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6.0,7.9,0.25,22,40000,9875,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,7.51,0.06,24,65000,4000,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3.0,6.62,0.06,25,65000,4000,0,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
10.0,13.49,0.3,26,40000,12000,0,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,5.42,0.06,24,65000,4000,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.0,7.49,0.06,23,65000,4000,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9.0,12.23,0.06,25,65499,4000,0,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
5.0,9.91,0.45,23,40000,18000,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,16.0,0.07,23,61000,4000,1,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
5.0,8.484400000000004,0.06,24,67200,4000,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
8.0,6.76,0.06,23,67450,4000,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5.0,13.49,0.3,22,40000,12000,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0,6.76,0.06,25,68000,4000,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.0,11.12,0.06,22,63000,4000,1,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
5.0,7.74,0.06,23,69360,4000,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,17.36560000000002,0.06,23,63996,4000,1,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
5.0,7.9,0.06,21,70000,4000,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4.0,5.99,0.06,26,70000,4000,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8.0,13.49,0.06,24,70000,4000,0,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0.0,10.65,0.15,23,40000,6000,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,13.06,0.06,26,70000,4000,0,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
5.0,13.85,0.06,26,70000,4000,0,4,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3.0,14.27,0.35,23,34000,12000,1,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
9.0,9.94100000000001,0.18,25,40000,7100,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4.0,7.88,0.06,24,72000,4000,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,11.49,0.05,25,75000,4000,0,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
6.0,6.03,0.13,22,40000,5000,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.0,11.71,0.13,22,34000,4500,1,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
7.0,6.03,0.05,25,40000,2100,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7.0,6.62,0.13,23,40000,5000,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.0,12.42,0.19,24,40000,7500,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4.0,10.814031428571422,0.15,23,40000,6000,0,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3.0,11.71,0.05,22,77250,4000,0,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
5.0,9.668013333333333,0.05,22,78972,4000,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
6.0,12.42,0.14,24,40000,5400,0,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,10.59,0.05,25,80000,4000,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.0,6.03,0.25,22,40000,10000,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,14.46,0.05,23,80000,4000,0,4,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
6.0,11.12,0.05,22,80000,4000,0,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
3.0,10.65,0.17,22,40000,6700,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1.0,12.53,0.05,24,81996,4000,0,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2.0,13.48,0.05,26,82000,4000,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
5.0,10.65,0.16,26,34000,5500,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,5.42,0.04,23,92000,4000,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
8.0,5.42,0.04,24,93000,4000,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0.0,7.9,0.04,24,95000,4000,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
7.0,11.49,0.04,23,95000,4000,0,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1.0,12.42,0.38,23,40000,15000,0,4,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
3.0,9.91,0.16,24,40000,6400,0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3.0,9.32,0.04,26,98000,4000,0,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.0,7.51,0.19,22,40000,7500,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,7.14,0.05,23,88000,4000,1,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
8.0,6.62,0.11,24,40000,4500,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,7.9,0.05,22,40000,2000,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,14.27,0.06,21,40000,2500,0,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
3.0,17.58,0.12,26,34000,4000,1,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.0,10.99,0.03,26,130000,4000,0,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.0,10.51,0.03,24,118068,4000,1,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.0,12.84,0.03,26,131000,4000,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5.0,6.62,0.13,21,40000,5000,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,14.84,0.03,26,158000,4000,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
8.0,13.11,0.28,24,15000,4200,1,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2.0,10.1481,0.26,24,16000,4200,1,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2.0,11.967566666666672,0.22,21,19000,4200,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3.0,12.484966666666669,0.2,23,21000,4200,0,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6.0,9.91,0.25,24,40000,10000,0,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.0,15.23,0.19,23,21600,4200,0,4,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3.0,15.2,0.19,22,22560,4200,1,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
7.0,7.51,0.1,23,40000,4000,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8.0,10.625566666666666,0.18,23,23520,4200,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.0,14.26,0.17,25,24996,4200,0,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.0,16.0,0.16,24,26000,4200,1,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2.01,9.91,0.15,22,28080,4200,1,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
9.0,10.067766666666664,0.2,25,40000,8000,0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
10.0,12.661525000000001,0.14,26,29000,4200,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.0,9.91,0.14,26,30000,4200,0,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1.0,16.49,0.14,26,30000,4200,1,3,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
3.0,15.99,0.14,25,30000,4200,0,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3.0,12.98,0.36,25,14400,4350,1,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
3.4,11.269108571428582,0.05,23,40000,2000,0,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
6.0,11.54,0.2,22,22000,4350,0,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
5.13,5.42,0.19,23,40000,7500,0,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3.56,6.03,0.14,22,30000,4350,0,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
7.0,8.49,0.13,23,40000,5000,0,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,9.99,0.1,23,40000,4000,0,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3.0,8.49,0.06,26,40000,2200,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,7.49,0.09,25,40000,3600,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,12.024513333333337,0.3,24,14400,4375,1,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.0,10.99,0.1,23,40000,4000,0,4,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6.0,11.99,0.15,26,40000,6000,0,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,12.69,0.29,26,15000,4375,1,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.18,9.99,0.26,24,16800,4375,1,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.0,16.4,0.2,24,22044,4375,1,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0.0,5.79,0.18,26,24480,4375,0,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5.0,8.49,0.09,23,50000,4375,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,18.39,0.31,22,14400,4400,1,4,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
6.0,11.49,0.23,22,19200,4400,1,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
3.0,6.91,0.22,21,20000,4400,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.0,6.76,0.18,24,25000,4400,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,12.99,0.05,21,40000,2000,0,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
5.0,8.49,0.14,22,32496,4400,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,5.42,0.13,23,40000,5000,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.0,14.79,0.15,23,40000,6000,0,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5.0,7.49,0.18,26,40000,7200,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,15.99,0.44,22,34000,15000,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
5.0,11.71,0.12,23,38000,4400,0,2,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
7.0,11.99,0.1,23,43000,4400,1,4,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
6.0,12.99,0.13,22,40000,5000,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8.0,16.77,0.09,24,49000,4400,1,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.0,15.23,0.07,22,60000,4400,0,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
6.0,8.96649999999999,0.06,24,72000,4400,0,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.0,18.39,0.06,24,80000,4400,0,2,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
7.0,9.99,0.33,23,40000,13000,0,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
10.0,13.8,0.05,26,95459,4400,0,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5.0,11.49,0.13,24,33600,4450,0,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
5.0,9.32,0.11,24,42200,4450,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,7.42,0.14,22,40000,5400,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,7.49,0.35,22,40000,14000,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,7.88,0.31,22,14400,4500,1,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2.0,10.99,0.11,25,40000,4500,0,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
9.0,13.49,0.09,25,40000,3500,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.0,10.99,0.08,24,40000,3200,0,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1.0,5.99,0.29,23,15600,4500,1,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3.0,7.51,0.29,25,15600,4500,1,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3.0,11.49,0.19,22,40000,7500,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,8.49,0.07,24,40000,2800,0,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2.34,13.99,0.26,25,17600,4500,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0.0,8.49,0.28,25,40000,11000,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2.42,7.49,0.25,23,18000,4500,1,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.0,7.49,0.38,24,40000,15000,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5.0,11.99,0.07,24,40000,3000,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.0,8.655499999999995,0.33,23,40000,13200,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2.0,10.99,0.05,23,40000,2000,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2.0,10.38,0.25,21,18000,4500,1,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2.0,9.99,0.06,24,40000,2500,0,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,12.21,0.25,23,18000,4500,1,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8.0,8.94,0.25,24,18200,4500,1,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6.0,5.79,0.25,24,40000,10000,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,13.61,0.25,25,18204,4500,1,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0.0,10.74,0.11,26,40000,4300,0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
5.0,13.49,0.23,21,20000,4500,0,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
9.0,11.11,0.05,24,40000,2125,0,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4.0,8.0,0.22,21,20004,4500,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
